timestamp,hour,day_type,temperature,humidity,occupancy,current_energy,target_energy
2025-01-03 14:00,14,Weekday,19.2,76,84,377.32,347.13
2025-01-03 15:00,15,Weekday,14.1,79,92,407.65,375.04
2025-01-03 16:00,16,Weekday,17.2,77,64,306.38,281.87
2025-01-03 17:00,17,Weekday,12.4,89,94,414.43,381.28
2025-01-03 18:00,18,Weekday,13.8,80,32,239.89,220.7
2025-01-03 19:00,19,Weekday,13.7,84,45,267.99,246.55
2025-01-03 20:00,20,Weekday,14.8,79,20,184.77,169.99
2025-01-03 21:00,21,Weekday,14.5,82,17,204.67,163.74
2025-01-03 22:00,22,Weekday,17.0,85,6,127.04,101.63
2025-01-03 23:00,23,Weekday,19.5,74,6,125.77,100.62
2025-01-04 00:00,0,Weekend,24.7,72,29,198.7,182.8
2025-01-04 01:00,1,Weekend,26.5,64,17,207.45,165.96
2025-01-04 02:00,2,Weekend,31.4,55,6,190.6,152.48
2025-01-04 03:00,3,Weekend,31.3,61,11,246.62,197.3
2025-01-04 04:00,4,Weekend,35.6,57,2,227.32,181.86
2025-01-04 05:00,5,Weekend,33.9,58,3,202.42,161.94
2025-01-04 06:00,6,Weekend,34.9,61,28,275.68,253.63
2025-01-04 07:00,7,Weekend,34.0,59,20,277.04,254.88
2025-01-04 08:00,8,Weekend,33.1,56,2,195.68,156.54
2025-01-04 09:00,9,Weekend,30.3,57,27,270.63,248.98
2025-01-04 10:00,10,Weekend,28.1,63,20,227.08,208.91
2025-01-04 11:00,11,Weekend,28.8,67,25,242.84,223.41
2025-01-04 12:00,12,Weekend,20.7,79,26,226.06,207.98
2025-01-04 13:00,13,Weekend,23.9,62,4,113.69,90.95
2025-01-04 14:00,14,Weekend,20.6,74,8,120.99,96.79
2025-01-04 15:00,15,Weekend,17.5,81,24,204.2,187.86
2025-01-04 16:00,16,Weekend,16.3,70,10,113.15,90.52
2025-01-04 17:00,17,Weekend,14.2,80,14,174.81,139.85
2025-01-04 18:00,18,Weekend,14.6,80,13,156.0,124.8
2025-01-04 19:00,19,Weekend,17.4,74,27,232.39,213.8
2025-01-04 20:00,20,Weekend,17.0,86,4,126.86,101.49
2025-01-04 21:00,21,Weekend,17.3,75,22,185.87,171.0
2025-01-04 22:00,22,Weekend,20.5,73,27,188.62,173.53
2025-01-04 23:00,23,Weekend,20.9,77,13,166.44,133.15
2025-01-05 00:00,0,Weekend,23.4,71,18,182.39,145.91
2025-01-05 01:00,1,Weekend,27.9,58,6,170.39,136.31
2025-01-05 02:00,2,Weekend,26.8,61,9,158.62,126.9
2025-01-05 03:00,3,Weekend,30.8,53,13,236.95,189.56
2025-01-05 04:00,4,Weekend,31.6,53,27,253.19,232.93
2025-01-05 05:00,5,Weekend,31.4,64,27,271.73,249.99
2025-01-05 06:00,6,Weekend,35.3,60,10,232.3,185.84
2025-01-05 07:00,7,Weekend,31.5,63,29,260.98,240.1
2025-01-05 08:00,8,Weekend,34.7,56,7,227.28,181.82
2025-01-05 09:00,9,Weekend,31.7,61,16,244.35,195.48
2025-01-05 10:00,10,Weekend,28.7,65,12,186.52,149.22
2025-01-05 11:00,11,Weekend,26.9,72,16,205.59,164.47
2025-01-05 12:00,12,Weekend,25.8,75,2,138.74,110.99
2025-01-05 13:00,13,Weekend,22.9,67,29,199.63,183.66
2025-01-05 14:00,14,Weekend,15.8,77,5,123.61,98.89
2025-01-05 15:00,15,Weekend,17.2,76,10,125.1,100.08
2025-01-05 16:00,16,Weekend,14.4,75,18,151.28,121.02
2025-01-05 17:00,17,Weekend,15.4,75,14,189.47,151.58
2025-01-05 18:00,18,Weekend,14.2,85,25,190.35,175.12
2025-01-05 19:00,19,Weekend,12.6,84,23,172.54,158.74
2025-01-05 20:00,20,Weekend,15.2,85,26,174.08,160.15
2025-01-05 21:00,21,Weekend,16.0,80,17,163.73,130.98
2025-01-05 22:00,22,Weekend,21.3,74,6,133.3,106.64
2025-01-05 23:00,23,Weekend,19.0,72,15,150.96,120.77
2025-01-06 00:00,0,Weekday,25.1,64,5,120.79,96.63
2025-01-06 01:00,1,Weekday,28.5,64,9,176.61,141.29
2025-01-06 02:00,2,Weekday,30.8,62,4,217.31,173.85
2025-01-06 03:00,3,Weekday,33.7,60,18,272.13,217.7
2025-01-06 04:00,4,Weekday,33.0,59,3,225.16,180.13
2025-01-06 05:00,5,Weekday,35.6,59,16,258.74,206.99
2025-01-06 06:00,6,Weekday,35.3,56,7,234.7,187.76
2025-01-06 07:00,7,Weekday,30.8,61,36,294.35,270.8
2025-01-06 08:00,8,Weekday,33.2,58,39,279.59,257.22
2025-01-06 09:00,9,Weekday,30.9,63,70,371.1,341.41
2025-01-06 10:00,10,Weekday,30.1,61,63,388.63,357.54
2025-01-06 11:00,11,Weekday,26.1,65,78,386.48,355.56
2025-01-06 12:00,12,Weekday,21.8,71,81,363.86,334.75
2025-01-06 13:00,13,Weekday,18.0,74,86,381.21,350.71
2025-01-06 14:00,14,Weekday,18.4,72,89,389.72,358.54
2025-01-06 15:00,15,Weekday,15.8,83,74,343.04,315.6
2025-01-06 16:00,16,Weekday,13.1,88,73,363.67,334.58
2025-01-06 17:00,17,Weekday,14.0,85,73,346.07,318.38
2025-01-06 18:00,18,Weekday,16.3,69,37,218.84,201.33
2025-01-06 19:00,19,Weekday,13.0,84,56,268.63,247.14
2025-01-06 20:00,20,Weekday,14.4,77,36,253.31,233.05
2025-01-06 21:00,21,Weekday,18.3,75,4,164.59,131.67
2025-01-06 22:00,22,Weekday,22.6,75,5,128.39,102.71
2025-01-06 23:00,23,Weekday,23.8,66,11,132.26,105.81
2025-01-07 00:00,0,Weekday,24.0,63,3,136.45,109.16
2025-01-07 01:00,1,Weekday,26.3,66,7,125.23,100.18
2025-01-07 02:00,2,Weekday,29.3,67,12,198.27,158.62
2025-01-07 03:00,3,Weekday,31.7,62,7,205.71,164.57
2025-01-07 04:00,4,Weekday,30.0,73,16,209.54,167.63
2025-01-07 05:00,5,Weekday,34.4,58,5,177.09,141.67
2025-01-07 06:00,6,Weekday,36.8,55,18,273.2,218.56
2025-01-07 07:00,7,Weekday,33.9,57,30,296.35,272.64
2025-01-07 08:00,8,Weekday,32.4,58,22,244.17,224.64
2025-01-07 09:00,9,Weekday,32.2,62,68,411.22,378.32
2025-01-07 10:00,10,Weekday,30.9,63,83,415.8,382.54
2025-01-07 11:00,11,Weekday,28.8,64,70,366.06,336.78
2025-01-07 12:00,12,Weekday,24.8,71,81,377.14,346.97
2025-01-07 13:00,13,Weekday,22.1,74,64,292.63,269.22
2025-01-07 14:00,14,Weekday,20.2,67,63,301.49,277.37
2025-01-07 15:00,15,Weekday,19.8,76,73,351.09,323.0
2025-01-07 16:00,16,Weekday,15.4,87,92,400.9,368.83
2025-01-07 17:00,17,Weekday,14.0,85,61,304.43,280.08
2025-01-07 18:00,18,Weekday,11.8,89,58,299.08,275.15
2025-01-07 19:00,19,Weekday,13.7,89,48,263.52,242.44
2025-01-07 20:00,20,Weekday,14.6,82,46,241.63,222.3
2025-01-07 21:00,21,Weekday,15.7,80,2,118.84,95.07
2025-01-07 22:00,22,Weekday,21.5,72,11,154.31,123.45
2025-01-07 23:00,23,Weekday,20.0,79,16,161.33,129.06
2025-01-08 00:00,0,Weekday,20.1,73,6,157.96,126.37
2025-01-08 01:00,1,Weekday,29.6,68,12,206.17,164.94
2025-01-08 02:00,2,Weekday,27.2,63,11,153.41,122.73
2025-01-08 03:00,3,Weekday,30.2,63,12,188.72,150.98
2025-01-08 04:00,4,Weekday,32.4,60,19,270.93,216.74
2025-01-08 05:00,5,Weekday,34.5,54,6,229.07,183.26
2025-01-08 06:00,6,Weekday,36.4,53,10,234.36,187.49
2025-01-08 07:00,7,Weekday,33.5,56,40,309.56,284.8
2025-01-08 08:00,8,Weekday,36.5,57,42,337.18,310.21
2025-01-08 09:00,9,Weekday,30.9,64,68,369.74,340.16
2025-01-08 10:00,10,Weekday,27.5,59,85,415.35,382.12
2025-01-08 11:00,11,Weekday,26.7,60,61,282.83,260.2
2025-01-08 12:00,12,Weekday,21.7,71,86,361.12,332.23
2025-01-08 13:00,13,Weekday,21.2,68,83,373.16,343.31
2025-01-08 14:00,14,Weekday,20.6,71,83,355.4,326.97
2025-01-08 15:00,15,Weekday,15.8,81,80,360.21,331.39
2025-01-08 16:00,16,Weekday,14.1,81,79,357.01,328.45
2025-01-08 17:00,17,Weekday,14.6,77,60,275.82,253.75
2025-01-08 18:00,18,Weekday,13.3,74,38,212.49,195.49
2025-01-08 19:00,19,Weekday,16.5,76,35,226.6,208.47
2025-01-08 20:00,20,Weekday,15.7,87,33,195.98,180.3
2025-01-08 21:00,21,Weekday,21.1,72,7,144.57,115.66
2025-01-08 22:00,22,Weekday,16.9,75,9,130.34,104.27
2025-01-08 23:00,23,Weekday,24.0,68,19,192.36,153.89
2025-01-09 00:00,0,Weekday,25.1,64,4,132.93,106.34
2025-01-09 01:00,1,Weekday,27.3,72,2,159.01,127.21
2025-01-09 02:00,2,Weekday,30.2,58,4,185.12,148.1
2025-01-09 03:00,3,Weekday,31.5,54,5,181.49,145.19
2025-01-09 04:00,4,Weekday,33.1,54,19,263.66,210.93
2025-01-09 05:00,5,Weekday,33.4,52,16,260.29,208.23
2025-01-09 06:00,6,Weekday,33.5,58,3,197.87,158.3
2025-01-09 07:00,7,Weekday,35.2,60,49,351.19,323.09
2025-01-09 08:00,8,Weekday,34.1,57,54,357.76,329.14
2025-01-09 09:00,9,Weekday,33.1,60,76,395.15,363.54
2025-01-09 10:00,10,Weekday,28.1,63,84,385.47,354.63
2025-01-09 11:00,11,Weekday,26.7,70,82,395.69,364.03
2025-01-09 12:00,12,Weekday,24.0,75,80,357.77,329.15
2025-01-09 13:00,13,Weekday,20.4,75,71,347.74,319.92
2025-01-09 14:00,14,Weekday,18.9,85,71,350.79,322.73
2025-01-09 15:00,15,Weekday,17.3,79,80,324.45,298.49
2025-01-09 16:00,16,Weekday,16.1,76,61,305.8,281.34
2025-01-09 17:00,17,Weekday,13.2,86,85,373.13,343.28
2025-01-09 18:00,18,Weekday,14.8,81,58,301.8,277.66
2025-01-09 19:00,19,Weekday,14.2,78,41,253.5,233.22
2025-01-09 20:00,20,Weekday,13.5,83,55,288.54,265.46
2025-01-09 21:00,21,Weekday,17.3,79,14,146.27,117.02
2025-01-09 22:00,22,Weekday,18.9,83,3,119.6,95.68
2025-01-09 23:00,23,Weekday,24.1,73,8,135.88,108.7
2025-01-10 00:00,0,Weekday,22.0,71,18,189.97,151.98
2025-01-10 01:00,1,Weekday,26.8,71,9,179.74,143.79
2025-01-10 02:00,2,Weekday,30.3,64,6,187.35,149.88
2025-01-10 03:00,3,Weekday,28.6,63,16,206.63,165.3
2025-01-10 04:00,4,Weekday,32.8,57,16,209.11,167.29
2025-01-10 05:00,5,Weekday,33.2,54,16,257.4,205.92
2025-01-10 06:00,6,Weekday,33.7,54,17,258.45,206.76
2025-01-10 07:00,7,Weekday,34.8,62,58,339.71,312.53
2025-01-10 08:00,8,Weekday,32.8,57,58,357.88,329.25
2025-01-10 09:00,9,Weekday,30.6,62,93,467.0,429.64
2025-01-10 10:00,10,Weekday,28.6,65,85,417.99,384.55
2025-01-10 11:00,11,Weekday,23.7,75,88,396.54,364.82
2025-01-10 12:00,12,Weekday,24.4,73,92,400.43,368.4
2025-01-10 13:00,13,Weekday,23.0,81,91,383.24,352.58
2025-01-10 14:00,14,Weekday,18.6,73,69,353.07,324.82
2025-01-10 15:00,15,Weekday,17.2,70,62,301.5,277.38
2025-01-10 16:00,16,Weekday,16.3,85,63,315.9,290.63
2025-01-10 17:00,17,Weekday,14.0,74,74,323.89,297.98
2025-01-10 18:00,18,Weekday,13.0,86,43,253.11,232.86
2025-01-10 19:00,19,Weekday,14.4,90,43,239.04,219.92
2025-01-10 20:00,20,Weekday,15.2,80,44,269.07,247.54
2025-01-10 21:00,21,Weekday,16.4,77,14,160.44,128.35
2025-01-10 22:00,22,Weekday,19.7,77,4,113.26,90.61
2025-01-10 23:00,23,Weekday,22.3,70,10,132.4,105.92
2025-01-11 00:00,0,Weekend,24.3,69,19,178.09,142.47
2025-01-11 01:00,1,Weekend,28.0,66,14,171.26,137.01
2025-01-11 02:00,2,Weekend,25.6,64,10,160.09,128.07
2025-01-11 03:00,3,Weekend,28.4,66,4,183.45,146.76
2025-01-11 04:00,4,Weekend,31.3,65,6,192.87,154.3
2025-01-11 05:00,5,Weekend,33.8,56,19,258.76,207.01
2025-01-11 06:00,6,Weekend,35.4,56,18,293.18,234.54
2025-01-11 07:00,7,Weekend,34.9,50,9,241.14,192.91
2025-01-11 08:00,8,Weekend,34.3,57,7,213.83,171.06
2025-01-11 09:00,9,Weekend,30.4,65,17,229.81,183.85
2025-01-11 10:00,10,Weekend,27.6,68,26,242.4,223.01
2025-01-11 11:00,11,Weekend,26.4,65,11,159.7,127.76
2025-01-11 12:00,12,Weekend,24.6,67,8,149.23,119.38
2025-01-11 13:00,13,Weekend,23.3,73,8,115.61,92.49
2025-01-11 14:00,14,Weekend,20.1,69,9,169.43,135.54
2025-01-11 15:00,15,Weekend,17.2,82,7,137.45,109.96
2025-01-11 16:00,16,Weekend,16.3,79,29,200.3,184.28
2025-01-11 17:00,17,Weekend,14.6,83,28,194.94,179.34
2025-01-11 18:00,18,Weekend,11.3,89,18,166.8,133.44
2025-01-11 19:00,19,Weekend,14.5,89,19,165.9,132.72
2025-01-11 20:00,20,Weekend,17.7,77,21,174.67,160.7
2025-01-11 21:00,21,Weekend,19.8,77,15,164.28,131.42
2025-01-11 22:00,22,Weekend,17.2,77,4,141.73,113.38
2025-01-11 23:00,23,Weekend,22.9,73,21,191.67,176.34
2025-01-12 00:00,0,Weekend,22.1,75,21,192.75,177.33
2025-01-12 01:00,1,Weekend,26.4,65,17,213.44,170.75
2025-01-12 02:00,2,Weekend,30.3,61,28,243.74,224.24
2025-01-12 03:00,3,Weekend,30.1,57,18,244.46,195.57
2025-01-12 04:00,4,Weekend,36.4,48,16,260.92,208.74
2025-01-12 05:00,5,Weekend,32.9,58,22,239.4,220.25
2025-01-12 06:00,6,Weekend,35.0,62,19,267.95,214.36
2025-01-12 07:00,7,Weekend,34.7,63,15,273.12,218.5
2025-01-12 08:00,8,Weekend,30.6,60,21,224.69,206.71
2025-01-12 09:00,9,Weekend,31.0,65,23,219.23,201.69
2025-01-12 10:00,10,Weekend,28.3,57,9,174.62,139.7
2025-01-12 11:00,11,Weekend,23.0,75,7,124.6,99.68
2025-01-12 12:00,12,Weekend,25.4,71,2,132.35,105.88
2025-01-12 13:00,13,Weekend,21.5,79,23,202.16,185.99
2025-01-12 14:00,14,Weekend,19.1,72,11,145.93,116.74
2025-01-12 15:00,15,Weekend,18.5,77,8,128.06,102.45
2025-01-12 16:00,16,Weekend,16.7,80,15,166.53,133.22
2025-01-12 17:00,17,Weekend,13.9,87,9,160.87,128.7
2025-01-12 18:00,18,Weekend,16.6,84,7,117.99,94.39
2025-01-12 19:00,19,Weekend,15.6,81,13,169.22,135.38
2025-01-12 20:00,20,Weekend,16.9,76,21,202.76,186.54
2025-01-12 21:00,21,Weekend,17.2,75,27,200.64,184.59
2025-01-12 22:00,22,Weekend,18.4,77,29,191.53,176.21
2025-01-12 23:00,23,Weekend,20.6,71,24,190.77,175.51
2025-01-13 00:00,0,Weekday,26.6,68,13,180.37,144.3
2025-01-13 01:00,1,Weekday,26.8,61,11,168.29,134.63
2025-01-13 02:00,2,Weekday,28.6,57,16,210.79,168.63
2025-01-13 03:00,3,Weekday,32.0,55,6,180.03,144.02
2025-01-13 04:00,4,Weekday,33.0,63,19,274.26,219.41
2025-01-13 05:00,5,Weekday,33.0,52,5,198.41,158.73
2025-01-13 06:00,6,Weekday,33.0,50,13,223.66,178.93
2025-01-13 07:00,7,Weekday,34.6,59,45,343.71,316.21
2025-01-13 08:00,8,Weekday,30.6,67,42,259.65,238.88
2025-01-13 09:00,9,Weekday,31.6,51,73,403.33,371.06
2025-01-13 10:00,10,Weekday,29.4,60,61,333.09,306.44
2025-01-13 11:00,11,Weekday,24.1,64,94,420.21,386.59
2025-01-13 12:00,12,Weekday,21.7,71,71,301.57,277.44
2025-01-13 13:00,13,Weekday,21.8,71,89,369.82,340.23
2025-01-13 14:00,14,Weekday,21.3,76,67,315.77,290.51
2025-01-13 15:00,15,Weekday,16.4,83,71,331.66,305.13
2025-01-13 16:00,16,Weekday,15.6,84,87,373.25,343.39
2025-01-13 17:00,17,Weekday,14.4,81,73,328.69,302.39
2025-01-13 18:00,18,Weekday,14.2,79,39,227.64,209.43
2025-01-13 19:00,19,Weekday,13.5,83,24,178.58,164.29
2025-01-13 20:00,20,Weekday,15.5,82,31,211.0,194.12
2025-01-13 21:00,21,Weekday,18.6,67,16,172.39,137.91
2025-01-13 22:00,22,Weekday,20.7,69,7,150.19,120.15
2025-01-13 23:00,23,Weekday,19.8,77,19,164.85,131.88
2025-01-14 00:00,0,Weekday,23.7,71,7,154.05,123.24
2025-01-14 01:00,1,Weekday,27.3,65,12,212.45,169.96
2025-01-14 02:00,2,Weekday,29.3,64,18,210.37,168.3
2025-01-14 03:00,3,Weekday,31.5,61,15,236.28,189.02
2025-01-14 04:00,4,Weekday,33.4,62,17,218.44,174.75
2025-01-14 05:00,5,Weekday,35.1,56,3,222.73,178.18
2025-01-14 06:00,6,Weekday,33.5,59,17,237.93,190.34
2025-01-14 07:00,7,Weekday,33.2,52,53,338.59,311.5
2025-01-14 08:00,8,Weekday,34.0,57,57,365.54,336.3
2025-01-14 09:00,9,Weekday,32.2,54,70,382.11,351.54
2025-01-14 10:00,10,Weekday,27.1,59,66,329.52,303.16
2025-01-14 11:00,11,Weekday,28.9,68,84,444.89,409.3
2025-01-14 12:00,12,Weekday,26.5,71,94,411.68,378.75
2025-01-14 13:00,13,Weekday,24.8,71,62,313.28,288.22
2025-01-14 14:00,14,Weekday,18.3,76,61,285.65,262.8
2025-01-14 15:00,15,Weekday,14.6,74,93,401.56,369.44
2025-01-14 16:00,16,Weekday,17.4,80,95,413.92,380.81
2025-01-14 17:00,17,Weekday,15.6,83,80,364.22,335.08
2025-01-14 18:00,18,Weekday,12.2,90,44,250.55,230.51
2025-01-14 19:00,19,Weekday,12.2,84,38,219.74,202.16
2025-01-14 20:00,20,Weekday,15.4,83,46,245.57,225.92
2025-01-14 21:00,21,Weekday,17.2,79,19,176.0,140.8
2025-01-14 22:00,22,Weekday,18.2,79,12,170.23,136.18
2025-01-14 23:00,23,Weekday,20.4,73,11,164.94,131.95
2025-01-15 00:00,0,Weekday,23.3,75,8,128.97,103.18
2025-01-15 01:00,1,Weekday,26.7,71,14,189.36,151.49
2025-01-15 02:00,2,Weekday,29.9,67,10,190.26,152.21
2025-01-15 03:00,3,Weekday,29.4,62,11,207.47,165.98
2025-01-15 04:00,4,Weekday,34.3,53,6,226.93,181.54
2025-01-15 05:00,5,Weekday,35.0,54,19,271.48,217.18
2025-01-15 06:00,6,Weekday,33.3,56,19,250.2,200.16
2025-01-15 07:00,7,Weekday,35.3,61,40,354.75,326.37
2025-01-15 08:00,8,Weekday,30.7,64,51,318.39,292.92
2025-01-15 09:00,9,Weekday,31.3,58,84,454.99,418.59
2025-01-15 10:00,10,Weekday,29.5,61,70,349.65,321.68
2025-01-15 11:00,11,Weekday,27.4,63,95,416.98,383.62
2025-01-15 12:00,12,Weekday,23.1,70,65,303.61,279.32
2025-01-15 13:00,13,Weekday,21.5,73,64,302.97,278.73
2025-01-15 14:00,14,Weekday,19.5,78,67,291.09,267.8
2025-01-15 15:00,15,Weekday,17.5,71,62,286.06,263.18
2025-01-15 16:00,16,Weekday,14.9,87,94,403.45,371.17
2025-01-15 17:00,17,Weekday,13.3,83,95,410.67,377.82
2025-01-15 18:00,18,Weekday,11.7,77,35,189.97,174.77
2025-01-15 19:00,19,Weekday,13.6,78,42,241.25,221.95
2025-01-15 20:00,20,Weekday,16.6,81,24,203.6,187.31
2025-01-15 21:00,21,Weekday,15.2,83,7,130.71,104.57
2025-01-15 22:00,22,Weekday,19.2,85,2,121.64,97.31
2025-01-15 23:00,23,Weekday,20.8,71,14,158.42,126.74
2025-01-16 00:00,0,Weekday,26.0,67,10,168.9,135.12
2025-01-16 01:00,1,Weekday,26.4,70,19,196.67,157.34
2025-01-16 02:00,2,Weekday,31.5,68,12,216.39,173.11
2025-01-16 03:00,3,Weekday,27.4,66,18,199.72,159.78
2025-01-16 04:00,4,Weekday,33.2,66,4,195.05,156.04
2025-01-16 05:00,5,Weekday,34.3,55,8,222.85,178.28
2025-01-16 06:00,6,Weekday,34.8,53,4,218.82,175.06
2025-01-16 07:00,7,Weekday,33.6,57,29,286.76,263.82
2025-01-16 08:00,8,Weekday,32.6,62,52,365.65,336.4
2025-01-16 09:00,9,Weekday,31.9,57,62,374.47,344.51
2025-01-16 10:00,10,Weekday,29.1,65,80,399.74,367.76
2025-01-16 11:00,11,Weekday,27.3,68,72,355.52,327.08
2025-01-16 12:00,12,Weekday,24.8,63,91,384.9,354.11
2025-01-16 13:00,13,Weekday,22.0,71,64,334.36,307.61
2025-01-16 14:00,14,Weekday,21.5,72,61,280.56,258.12
2025-01-16 15:00,15,Weekday,18.3,74,82,359.84,331.05
2025-01-16 16:00,16,Weekday,14.3,85,68,332.23,305.65
2025-01-16 17:00,17,Weekday,13.0,83,92,396.05,364.37
2025-01-16 18:00,18,Weekday,12.9,80,36,235.36,216.53
2025-01-16 19:00,19,Weekday,12.8,79,57,287.87,264.84
2025-01-16 20:00,20,Weekday,13.6,75,54,290.12,266.91
2025-01-16 21:00,21,Weekday,18.1,76,6,135.39,108.31
2025-01-16 22:00,22,Weekday,20.3,71,7,142.63,114.1
2025-01-16 23:00,23,Weekday,19.7,78,2,118.59,94.87
2025-01-17 00:00,0,Weekday,24.0,72,14,163.79,131.03
2025-01-17 01:00,1,Weekday,25.1,67,5,152.11,121.69
2025-01-17 02:00,2,Weekday,25.5,66,19,175.88,140.7
2025-01-17 03:00,3,Weekday,27.7,62,11,198.2,158.56
2025-01-17 04:00,4,Weekday,33.1,58,2,210.93,168.74
2025-01-17 05:00,5,Weekday,32.6,49,12,223.34,178.67
2025-01-17 06:00,6,Weekday,34.5,56,9,246.16,196.93
2025-01-17 07:00,7,Weekday,33.5,58,24,293.83,270.32
2025-01-17 08:00,8,Weekday,33.8,63,56,364.55,335.39
2025-01-17 09:00,9,Weekday,31.2,55,76,391.03,359.75
2025-01-17 10:00,10,Weekday,28.1,69,70,381.46,350.94
2025-01-17 11:00,11,Weekday,23.3,70,91,382.24,351.66
2025-01-17 12:00,12,Weekday,25.4,68,91,393.95,362.43
2025-01-17 13:00,13,Weekday,22.5,66,68,316.46,291.14
2025-01-17 14:00,14,Weekday,21.0,75,95,411.84,378.89
2025-01-17 15:00,15,Weekday,20.2,71,69,340.92,313.65
2025-01-17 16:00,16,Weekday,17.5,84,61,314.19,289.05
2025-01-17 17:00,17,Weekday,15.2,79,93,386.41,355.5
2025-01-17 18:00,18,Weekday,12.8,84,59,309.9,285.11
2025-01-17 19:00,19,Weekday,11.1,83,44,240.59,221.34
2025-01-17 20:00,20,Weekday,15.0,79,39,241.61,222.28
2025-01-17 21:00,21,Weekday,18.2,72,4,149.03,119.22
2025-01-17 22:00,22,Weekday,20.3,71,8,162.21,129.77
2025-01-17 23:00,23,Weekday,21.2,68,9,150.51,120.41
2025-01-18 00:00,0,Weekend,25.7,64,12,174.02,139.22
